study,subject_id,session_name,time_bin_start_s,usv22_call_count_5s,usv50_call_count_5s
2,NOEXT1B,renewal,220.0,3,2
2,NOEXT1B,renewal,225.0,3,4
2,NOEXT1B,renewal,230.0,3,1
2,NOEXT1B,renewal,235.0,3,4
2,NOEXT1B,renewal,240.0,1,0
2,NOEXT1B,renewal,245.0,3,5
2,NOEXT1B,renewal,250.0,2,2
2,NOEXT1B,renewal,255.0,3,5
2,NOEXT1B,renewal,260.0,3,6
2,NOEXT1B,renewal,265.0,2,3
2,NOEXT1B,renewal,270.0,3,4
2,NOEXT1B,renewal,275.0,3,1
2,NOEXT1B,renewal,280.0,1,0
2,NOEXT1B,renewal,285.0,2,4
2,NOEXT1B,renewal,290.0,3,0
2,NOEXT1B,renewal,295.0,2,2
2,NOEXT1B,renewal,300.0,2,5
2,NOEXT1B,renewal,305.0,3,4
2,NOEXT1B,renewal,310.0,2,5
2,NOEXT1B,renewal,315.0,3,12
2,NOEXT1B,renewal,320.0,3,9
2,NOEXT1B,renewal,325.0,2,5
2,NOEXT1B,renewal,330.0,3,5
2,NOEXT1B,renewal,335.0,2,2
2,NOEXT1B,renewal,340.0,2,5
2,NOEXT1B,renewal,345.0,3,11
2,NOEXT1B,renewal,350.0,2,8
2,NOEXT1B,renewal,355.0,2,4
2,NOEXT1B,renewal,360.0,1,1
2,NOEXT1B,renewal,365.0,5,6
2,NOEXT1B,renewal,370.0,6,3
2,NOEXT1B,renewal,375.0,1,1
2,NOEXT1B,renewal,380.0,2,5
2,NOEXT1B,renewal,385.0,2,1
2,NOEXT1B,renewal,390.0,2,0
2,NOEXT1B,renewal,395.0,3,4
2,NOEXT1B,renewal,400.0,2,7
2,NOEXT1B,renewal,405.0,3,11
2,NOEXT1B,renewal,410.0,3,10
2,NOEXT1B,renewal,415.0,2,3
2,NOEXT1B,renewal,420.0,3,6
2,NOEXT1B,renewal,425.0,3,10
2,NOEXT1B,renewal,430.0,3,9
2,NOEXT1B,renewal,435.0,2,7
2,NOEXT1B,renewal,440.0,3,7
2,NOEXT1B,renewal,445.0,3,18
2,NOEXT1B,renewal,450.0,1,1
2,NOEXT1B,renewal,455.0,1,1
2,NOEXT1B,renewal,460.0,2,0
2,NOEXT1B,renewal,465.0,2,2
2,NOEXT1B,renewal,470.0,2,0
2,NOEXT1B,renewal,475.0,3,4
2,NOEXT1B,renewal,480.0,1,1
2,NOEXT1B,renewal,485.0,1,0
2,NOEXT1B,renewal,490.0,1,1
2,NOEXT1B,renewal,495.0,1,1
2,NOEXT1B,renewal,505.0,2,1
2,NOEXT1B,renewal,510.0,1,1
2,NOEXT1B,renewal,515.0,2,2
2,NOEXT1B,renewal,520.0,2,1
2,NOEXT1B,renewal,525.0,2,1
2,NOEXT1B,renewal,530.0,1,1
2,NOEXT1B,renewal,535.0,1,0
2,NOEXT1B,renewal,540.0,1,1
2,NOEXT1B,retrieval,45.0,1,0
2,NOEXT1B,retrieval,50.0,2,0
2,NOEXT1B,retrieval,55.0,2,0
2,NOEXT1B,retrieval,60.0,2,0
2,NOEXT1B,retrieval,65.0,2,0
2,NOEXT1B,retrieval,70.0,1,0
2,NOEXT1B,retrieval,75.0,3,0
2,NOEXT1B,retrieval,80.0,2,0
2,NOEXT1B,retrieval,85.0,1,0
2,NOEXT1B,retrieval,90.0,2,0
2,NOEXT1B,retrieval,95.0,2,0
2,NOEXT1B,retrieval,100.0,1,0
2,NOEXT1B,retrieval,105.0,2,0
2,NOEXT1B,retrieval,110.0,2,0
2,NOEXT1B,retrieval,115.0,1,0
2,NOEXT1B,retrieval,120.0,1,0
2,NOEXT1B,retrieval,125.0,2,0
2,NOEXT1B,retrieval,130.0,3,0
2,NOEXT1B,retrieval,135.0,1,0
2,NOEXT1B,retrieval,140.0,1,0
2,NOEXT1B,retrieval,145.0,2,0
2,NOEXT1B,retrieval,150.0,1,0
2,NOEXT1B,retrieval,155.0,1,0
2,NOEXT1B,retrieval,160.0,2,0
2,NOEXT1B,retrieval,165.0,1,0
2,NOEXT1B,retrieval,170.0,2,0
2,NOEXT1B,retrieval,175.0,1,0
2,NOEXT1B,retrieval,180.0,2,0
2,NOEXT1B,retrieval,185.0,1,0
2,NOEXT1B,retrieval,190.0,1,0
2,NOEXT1B,retrieval,195.0,2,0
2,NOEXT1B,retrieval,200.0,1,0
2,NOEXT1B,retrieval,205.0,1,0
2,NOEXT1B,retrieval,210.0,2,0
2,NOEXT1B,retrieval,215.0,2,0
2,NOEXT1B,retrieval,220.0,1,0
2,NOEXT1B,retrieval,225.0,2,0
2,NOEXT1B,retrieval,230.0,1,0
2,NOEXT1B,retrieval,235.0,2,0
2,NOEXT1B,retrieval,240.0,1,0
2,NOEXT1B,retrieval,245.0,1,0
2,NOEXT1B,retrieval,250.0,2,0
2,NOEXT1B,retrieval,255.0,1,0
2,NOEXT1B,retrieval,260.0,2,0
2,NOEXT1B,retrieval,265.0,1,0
2,NOEXT1B,retrieval,270.0,1,0
2,NOEXT1B,retrieval,275.0,1,0
2,NOEXT1B,retrieval,280.0,1,0
2,NOEXT1B,retrieval,285.0,2,0
2,NOEXT1B,retrieval,290.0,1,0
2,NOEXT1B,retrieval,295.0,2,0
2,NOEXT1B,retrieval,300.0,1,0
2,NOEXT1B,retrieval,305.0,2,0
2,NOEXT1B,retrieval,310.0,1,0
2,NOEXT1B,retrieval,315.0,2,0
2,NOEXT1B,retrieval,320.0,1,0
2,NOEXT1B,retrieval,325.0,1,0
2,NOEXT1B,retrieval,330.0,3,0
2,NOEXT1B,retrieval,340.0,2,0
2,NOEXT1B,retrieval,345.0,2,0
2,NOEXT1B,retrieval,355.0,1,0
2,NOEXT1B,retrieval,360.0,2,0
2,NOEXT1B,retrieval,365.0,1,0
2,NOEXT1G,LTM1,125.0,0,1
2,NOEXT1G,LTM2,10.0,0,2
2,NOEXT1G,LTM2,15.0,0,1
2,NOEXT1G,LTM2,20.0,0,1
2,NOEXT1G,LTM2,30.0,0,1
2,NOEXT1G,LTM2,35.0,0,8
2,NOEXT1G,LTM2,40.0,0,3
2,NOEXT1G,LTM2,45.0,0,2
2,NOEXT1G,LTM2,50.0,0,2
2,NOEXT1G,LTM2,55.0,0,4
2,NOEXT1G,LTM2,60.0,0,6
2,NOEXT1G,LTM2,65.0,0,4
2,NOEXT1G,LTM2,70.0,0,2
2,NOEXT1G,LTM2,80.0,0,2
2,NOEXT1G,LTM2,85.0,0,1
2,NOEXT1G,LTM2,90.0,0,4
2,NOEXT1G,LTM2,95.0,0,1
2,NOEXT1G,LTM2,100.0,0,2
2,NOEXT1G,LTM2,115.0,0,1
2,NOEXT1G,LTM2,120.0,0,1
2,NOEXT1G,LTM2,125.0,0,2
2,NOEXT1G,LTM2,130.0,0,1
2,NOEXT1G,LTM2,135.0,0,2
2,NOEXT1G,LTM2,140.0,0,3
2,NOEXT1G,LTM2,145.0,0,4
2,NOEXT1G,LTM2,150.0,0,2
2,NOEXT1G,LTM2,155.0,0,1
2,NOEXT1G,LTM2,160.0,0,2
2,NOEXT1G,LTM2,165.0,0,1
2,NOEXT1G,LTM2,175.0,0,1
2,NOEXT1G,LTM2,180.0,0,1
2,NOEXT1G,LTM2,340.0,0,1
2,NOEXT1G,LTM2,375.0,0,1
2,NOEXT1G,LTM2,490.0,0,1
2,NOEXT1G,LTM2,500.0,0,1
2,NOEXT1G,extinction1,20.0,0,1
2,NOEXT1G,extinction1,1965.0,0,1
2,NOEXT1G,extinction2,20.0,0,1
2,NOEXT1G,extinction2,55.0,0,1
2,NOEXT1G,extinction2,60.0,0,1
2,NOEXT1G,extinction2,95.0,0,1
2,NOEXT1G,extinction2,115.0,0,1
2,NOEXT1G,extinction2,140.0,0,1
2,NOEXT1G,extinction2,185.0,0,1
2,NOEXT1G,extinction2,260.0,0,1
2,NOEXT1G,extinction2,390.0,0,1
2,NOEXT1G,extinction2,405.0,0,1
2,NOEXT1G,extinction2,410.0,0,1
2,NOEXT1G,extinction2,415.0,0,1
2,NOEXT1G,extinction2,420.0,0,1
2,NOEXT1G,extinction2,430.0,0,2
2,NOEXT1G,extinction2,435.0,0,2
2,NOEXT1G,extinction2,480.0,0,1
2,NOEXT1G,extinction2,490.0,0,1
2,NOEXT1G,extinction2,560.0,0,1
2,NOEXT1G,extinction2,605.0,0,1
2,NOEXT1G,extinction2,620.0,0,1
2,NOEXT1G,extinction2,625.0,0,1
2,NOEXT1G,extinction2,640.0,0,1
2,NOEXT1G,extinction2,1245.0,0,1
2,NOEXT1G,extinction2,1315.0,0,1
2,NOEXT1G,extinction2,1395.0,0,1
2,NOEXT1G,extinction2,1490.0,0,1
2,NOEXT1G,extinction2,1880.0,0,3
2,NOEXT1G,extinction2,1885.0,0,1
2,NOEXT1G,extinction2,1955.0,0,1
2,NOEXT1G,extinction2,1985.0,0,1
2,NOEXT1G,extinction3,20.0,0,2
2,NOEXT1G,extinction3,40.0,0,1
2,NOEXT1G,extinction3,55.0,0,1
2,NOEXT1G,extinction3,65.0,0,1
2,NOEXT1G,extinction3,80.0,0,1
2,NOEXT1G,extinction3,85.0,0,3
2,NOEXT1G,extinction3,90.0,0,3
2,NOEXT1G,extinction3,95.0,0,5
2,NOEXT1G,extinction3,135.0,0,1
2,NOEXT1G,extinction3,140.0,0,2
2,NOEXT1G,extinction3,145.0,0,1
2,NOEXT1G,extinction3,150.0,0,4
2,NOEXT1G,extinction3,155.0,0,3
2,NOEXT1G,extinction3,190.0,0,1
2,NOEXT1G,extinction3,195.0,0,1
2,NOEXT1G,extinction3,205.0,0,2
2,NOEXT1G,extinction3,210.0,0,2
2,NOEXT1G,extinction3,215.0,0,1
2,NOEXT1G,extinction3,220.0,0,5
2,NOEXT1G,extinction3,225.0,0,2
2,NOEXT1G,extinction3,230.0,0,1
2,NOEXT1G,extinction3,265.0,0,1
2,NOEXT1G,extinction3,270.0,0,1
2,NOEXT1G,extinction3,275.0,0,1
2,NOEXT1G,extinction3,280.0,0,3
2,NOEXT1G,extinction3,290.0,0,3
2,NOEXT1G,extinction3,295.0,0,3
2,NOEXT1G,extinction3,335.0,0,1
2,NOEXT1G,extinction3,345.0,0,1
2,NOEXT1G,extinction3,355.0,0,2
2,NOEXT1G,extinction3,360.0,0,3
2,NOEXT1G,extinction3,370.0,0,2
2,NOEXT1G,extinction3,375.0,0,1
2,NOEXT1G,extinction3,380.0,0,1
2,NOEXT1G,extinction3,385.0,0,3
2,NOEXT1G,extinction3,415.0,0,1
2,NOEXT1G,extinction3,445.0,0,2
2,NOEXT1G,extinction3,450.0,0,3
2,NOEXT1G,extinction3,495.0,0,6
2,NOEXT1G,extinction3,505.0,0,1
2,NOEXT1G,extinction3,535.0,0,1
2,NOEXT1G,extinction3,545.0,0,3
2,NOEXT1G,extinction3,565.0,0,1
2,NOEXT1G,extinction3,725.0,0,1
2,NOEXT1G,extinction3,755.0,0,2
2,NOEXT1G,extinction3,760.0,0,1
2,NOEXT1G,extinction3,820.0,0,1
2,NOEXT1G,extinction3,835.0,0,1
2,NOEXT1G,extinction3,845.0,0,2
2,NOEXT1G,extinction3,910.0,0,2
2,NOEXT1G,extinction3,915.0,0,3
2,NOEXT1G,extinction3,920.0,0,1
2,NOEXT1G,extinction3,935.0,0,2
2,NOEXT1G,extinction3,940.0,0,1
2,NOEXT1G,extinction3,1110.0,0,1
2,NOEXT1G,extinction3,1125.0,0,2
2,NOEXT1G,extinction3,1130.0,0,2
2,NOEXT1G,extinction3,1250.0,0,1
2,NOEXT1G,extinction3,1255.0,0,5
2,NOEXT1G,extinction3,1260.0,0,3
2,NOEXT1G,extinction3,1265.0,0,4
2,NOEXT1G,extinction3,1270.0,0,1
2,NOEXT1G,extinction3,1280.0,0,1
2,NOEXT1G,extinction3,1290.0,0,2
2,NOEXT1G,extinction3,1295.0,0,2
2,NOEXT1G,extinction3,1300.0,0,1
2,NOEXT1G,extinction3,1305.0,0,1
2,NOEXT1G,extinction3,1310.0,0,1
2,NOEXT1G,extinction3,1315.0,0,3
2,NOEXT1G,extinction3,1320.0,0,5
2,NOEXT1G,extinction3,1325.0,0,2
2,NOEXT1G,extinction3,1340.0,0,1
2,NOEXT1G,extinction3,1385.0,0,1
2,NOEXT1G,extinction3,1390.0,0,2
2,NOEXT1G,extinction3,1400.0,0,1
2,NOEXT1G,extinction3,1420.0,0,2
2,NOEXT1G,extinction3,1575.0,0,4
2,NOEXT1G,extinction3,1580.0,0,1
2,NOEXT1G,extinction3,1625.0,0,1
2,NOEXT1G,extinction3,1645.0,0,4
2,NOEXT1G,extinction3,1650.0,0,1
2,NOEXT1G,extinction3,1720.0,0,3
2,NOEXT1G,extinction3,1805.0,0,1
2,NOEXT1G,extinction3,1870.0,0,1
2,NOEXT1G,extinction4,0.0,0,1
2,NOEXT1G,extinction4,5.0,0,2
2,NOEXT1G,extinction4,15.0,0,4
2,NOEXT1G,extinction4,20.0,0,2
2,NOEXT1G,extinction4,30.0,0,1
2,NOEXT1G,extinction4,45.0,0,2
2,NOEXT1G,extinction4,50.0,0,2
2,NOEXT1G,extinction4,70.0,0,2
2,NOEXT1G,extinction4,75.0,0,3
2,NOEXT1G,extinction4,85.0,0,1
2,NOEXT1G,extinction4,105.0,0,5
2,NOEXT1G,extinction4,110.0,0,2
2,NOEXT1G,extinction4,115.0,0,2
2,NOEXT1G,extinction4,120.0,0,5
2,NOEXT1G,extinction4,125.0,0,2
2,NOEXT1G,extinction4,140.0,0,3
2,NOEXT1G,extinction4,145.0,0,2
2,NOEXT1G,extinction4,150.0,0,1
2,NOEXT1G,extinction4,165.0,0,1
2,NOEXT1G,extinction4,185.0,0,1
2,NOEXT1G,extinction4,205.0,0,2
2,NOEXT1G,extinction4,210.0,0,2
2,NOEXT1G,extinction4,220.0,0,1
2,NOEXT1G,extinction4,225.0,0,2
2,NOEXT1G,extinction4,230.0,0,5
2,NOEXT1G,extinction4,235.0,0,1
2,NOEXT1G,extinction4,240.0,0,1
2,NOEXT1G,extinction4,245.0,0,2
2,NOEXT1G,extinction4,250.0,0,2
2,NOEXT1G,extinction4,260.0,0,1
2,NOEXT1G,extinction4,265.0,0,1
2,NOEXT1G,extinction4,270.0,0,2
2,NOEXT1G,extinction4,275.0,0,3
2,NOEXT1G,extinction4,280.0,0,5
2,NOEXT1G,extinction4,285.0,0,2
2,NOEXT1G,extinction4,290.0,0,2
2,NOEXT1G,extinction4,295.0,0,1
2,NOEXT1G,extinction4,300.0,0,1
2,NOEXT1G,extinction4,315.0,0,2
2,NOEXT1G,extinction4,320.0,0,2
2,NOEXT1G,extinction4,330.0,0,2
2,NOEXT1G,extinction4,335.0,0,2
2,NOEXT1G,extinction4,340.0,0,2
2,NOEXT1G,extinction4,345.0,0,11
2,NOEXT1G,extinction4,350.0,0,9
2,NOEXT1G,extinction4,355.0,0,3
2,NOEXT1G,extinction4,365.0,0,1
2,NOEXT1G,extinction4,375.0,0,2
2,NOEXT1G,extinction4,380.0,0,1
2,NOEXT1G,extinction4,385.0,0,2
2,NOEXT1G,extinction4,415.0,0,2
2,NOEXT1G,extinction4,420.0,0,1
2,NOEXT1G,extinction4,430.0,0,1
2,NOEXT1G,extinction4,435.0,0,1
2,NOEXT1G,extinction4,465.0,0,1
2,NOEXT1G,extinction4,470.0,0,1
2,NOEXT1G,extinction4,480.0,0,1
2,NOEXT1G,extinction4,495.0,0,1
2,NOEXT1G,extinction4,500.0,0,2
2,NOEXT1G,extinction4,505.0,0,1
2,NOEXT1G,extinction4,520.0,0,1
2,NOEXT1G,extinction4,540.0,0,1
2,NOEXT1G,extinction4,545.0,0,1
2,NOEXT1G,extinction4,550.0,0,3
2,NOEXT1G,extinction4,555.0,0,4
2,NOEXT1G,extinction4,560.0,0,3
2,NOEXT1G,extinction4,570.0,0,1
2,NOEXT1G,extinction4,585.0,0,4
2,NOEXT1G,extinction4,590.0,0,3
2,NOEXT1G,extinction4,595.0,0,5
2,NOEXT1G,extinction4,600.0,0,2
2,NOEXT1G,extinction4,605.0,0,2
2,NOEXT1G,extinction4,610.0,0,6
2,NOEXT1G,extinction4,615.0,0,5
2,NOEXT1G,extinction4,620.0,0,3
2,NOEXT1G,extinction4,625.0,0,4
2,NOEXT1G,extinction4,630.0,0,3
2,NOEXT1G,extinction4,640.0,0,1
2,NOEXT1G,extinction4,645.0,0,1
2,NOEXT1G,extinction4,660.0,0,1
2,NOEXT1G,extinction4,665.0,0,2
2,NOEXT1G,extinction4,670.0,0,1
2,NOEXT1G,extinction4,695.0,0,4
2,NOEXT1G,extinction4,700.0,0,2
2,NOEXT1G,extinction4,720.0,0,3
2,NOEXT1G,extinction4,755.0,0,6
2,NOEXT1G,extinction4,760.0,0,4
2,NOEXT1G,extinction4,765.0,0,4
2,NOEXT1G,extinction4,770.0,0,3
2,NOEXT1G,extinction4,775.0,0,1
2,NOEXT1G,extinction4,780.0,0,4
2,NOEXT1G,extinction4,785.0,0,4
2,NOEXT1G,extinction4,790.0,0,6
2,NOEXT1G,extinction4,795.0,0,6
2,NOEXT1G,extinction4,805.0,0,1
2,NOEXT1G,extinction4,810.0,0,2
2,NOEXT1G,extinction4,815.0,0,7
2,NOEXT1G,extinction4,820.0,0,1
2,NOEXT1G,extinction4,825.0,0,1
2,NOEXT1G,extinction4,830.0,0,1
2,NOEXT1G,extinction4,835.0,0,1
2,NOEXT1G,extinction4,840.0,0,6
2,NOEXT1G,extinction4,845.0,0,1
2,NOEXT1G,extinction4,850.0,0,3
2,NOEXT1G,extinction4,860.0,0,1
2,NOEXT1G,extinction4,945.0,0,2
2,NOEXT1G,extinction4,950.0,0,2
2,NOEXT1G,extinction4,955.0,0,1
2,NOEXT1G,extinction4,960.0,0,2
2,NOEXT1G,extinction4,975.0,0,1
2,NOEXT1G,extinction4,995.0,0,1
2,NOEXT1G,extinction4,1000.0,0,4
2,NOEXT1G,extinction4,1005.0,0,6
2,NOEXT1G,extinction4,1010.0,0,4
2,NOEXT1G,extinction4,1020.0,0,1
2,NOEXT1G,extinction4,1065.0,0,1
2,NOEXT1G,extinction4,1110.0,0,1
2,NOEXT1G,extinction4,1160.0,0,1
2,NOEXT1G,extinction4,1190.0,0,1
2,NOEXT1G,extinction4,1195.0,0,1
2,NOEXT1G,extinction4,1245.0,0,1
2,NOEXT1G,extinction4,1320.0,0,1
2,NOEXT1G,extinction4,1325.0,0,1
2,NOEXT1G,extinction4,1345.0,0,1
2,NOEXT1G,extinction4,1360.0,0,1
2,NOEXT1G,extinction4,1365.0,0,4
2,NOEXT1G,extinction4,1370.0,0,6
2,NOEXT1G,extinction4,1375.0,0,2
2,NOEXT1G,extinction4,1380.0,0,1
2,NOEXT1G,extinction4,1385.0,0,1
2,NOEXT1G,extinction4,1390.0,0,1
2,NOEXT1G,extinction4,1395.0,0,5
2,NOEXT1G,extinction4,1400.0,0,1
2,NOEXT1G,extinction4,1425.0,0,1
2,NOEXT1G,extinction4,1475.0,0,1
2,NOEXT1G,extinction4,1480.0,0,1
2,NOEXT1G,extinction4,1520.0,0,1
2,NOEXT1G,extinction4,1530.0,0,4
2,NOEXT1G,extinction4,1535.0,0,5
2,NOEXT1G,extinction4,1545.0,0,1
2,NOEXT1G,extinction4,1550.0,0,4
2,NOEXT1G,extinction4,1555.0,0,3
2,NOEXT1G,extinction4,1580.0,0,1
2,NOEXT1G,extinction4,1630.0,0,1
2,NOEXT1G,extinction4,1635.0,0,3
2,NOEXT1G,extinction4,1640.0,0,3
2,NOEXT1G,extinction4,1645.0,0,3
2,NOEXT1G,extinction4,1650.0,0,1
2,NOEXT1G,extinction4,1655.0,0,2
2,NOEXT1G,extinction4,1660.0,0,1
2,NOEXT1G,extinction4,1665.0,0,2
2,NOEXT1G,extinction4,1670.0,0,2
2,NOEXT1G,extinction4,1690.0,0,3
2,NOEXT1G,extinction4,1695.0,0,4
2,NOEXT1G,extinction4,1700.0,0,2
2,NOEXT1G,extinction4,1710.0,0,1
2,NOEXT1G,extinction4,1740.0,0,1
2,NOEXT1G,extinction4,1750.0,0,1
2,NOEXT1G,extinction4,1805.0,0,2
2,NOEXT1G,extinction4,1810.0,0,2
2,NOEXT1G,extinction4,1820.0,0,2
2,NOEXT1G,extinction4,1845.0,0,4
2,NOEXT1G,extinction4,1850.0,0,2
2,NOEXT1G,extinction4,1900.0,0,1
2,NOEXT1G,extinction4,1905.0,0,7
2,NOEXT1G,extinction4,1910.0,0,2
2,NOEXT1G,learning,0.0,0,2
2,NOEXT1G,learning,5.0,0,1
2,NOEXT1G,learning,10.0,0,1
2,NOEXT1G,learning,55.0,0,1
2,NOEXT1G,learning,60.0,0,2
2,NOEXT1G,learning,65.0,0,2
2,NOEXT1G,learning,70.0,0,1
2,NOEXT1G,learning,95.0,0,1
2,NOEXT1G,learning,120.0,0,2
2,NOEXT1G,learning,125.0,0,1
2,NOEXT1G,learning,135.0,0,1
2,NOEXT1G,learning,140.0,0,2
2,NOEXT1G,learning,235.0,0,1
2,NOEXT1G,learning,240.0,0,3
2,NOEXT1G,learning,265.0,0,1
2,NOEXT1G,learning,285.0,0,1
2,NOEXT1G,learning,355.0,0,1
2,NOEXT1G,learning,425.0,0,1
2,NOEXT1G,learning,525.0,0,1
2,NOEXT1G,learning,530.0,0,1
2,NOEXT1G,learning,535.0,0,1
2,NOEXT1G,learning,625.0,1,2
2,NOEXT1G,learning,630.0,1,0
2,NOEXT1G,learning,655.0,2,0
2,NOEXT1G,learning,665.0,1,0
2,NOEXT1G,learning,670.0,2,0
2,NOEXT1G,learning,685.0,2,0
2,NOEXT1G,learning,695.0,1,0
2,NOEXT1G,learning,700.0,1,0
2,NOEXT1G,learning,710.0,2,0
2,NOEXT1G,learning,725.0,1,0
2,NOEXT1G,learning,735.0,1,0
2,NOEXT1G,learning,740.0,1,0
2,NOEXT1G,learning,755.0,1,0
2,NOEXT1G,learning,780.0,1,0
2,NOEXT1G,learning,805.0,2,0
2,NOEXT1G,learning,810.0,1,2
2,NOEXT1G,learning,815.0,1,0
2,NOEXT1G,learning,820.0,1,0
2,NOEXT1G,learning,825.0,1,1
2,NOEXT1G,learning,830.0,1,0
2,NOEXT1G,learning,835.0,1,0
2,NOEXT1G,learning,840.0,1,0
2,NOEXT1G,learning,845.0,1,2
2,NOEXT1G,learning,850.0,1,3
2,NOEXT1G,learning,855.0,1,0
2,NOEXT1G,learning,865.0,1,0
2,NOEXT1G,learning,870.0,1,0
2,NOEXT1G,learning,875.0,1,0
2,NOEXT1G,learning,880.0,1,0
2,NOEXT1G,learning,885.0,2,2
2,NOEXT1G,learning,890.0,1,1
2,NOEXT1G,learning,900.0,2,0
2,NOEXT1G,learning,905.0,1,1
2,NOEXT1G,learning,910.0,1,0
2,NOEXT1G,learning,920.0,1,0
2,NOEXT1G,learning,925.0,1,0
2,NOEXT1G,learning,930.0,1,0
2,NOEXT1G,learning,940.0,1,0
2,NOEXT1G,learning,945.0,1,0
2,NOEXT1G,learning,955.0,1,0
2,NOEXT1G,learning,960.0,1,0
2,NOEXT1G,learning,980.0,0,1
2,NOEXT1G,learning,985.0,2,1
2,NOEXT1G,learning,990.0,0,1
2,NOEXT1G,learning,995.0,1,0
2,NOEXT1G,learning,1005.0,1,0
2,NOEXT1G,learning,1010.0,1,0
2,NOEXT1G,learning,1015.0,2,2
2,NOEXT1G,learning,1025.0,2,1
2,NOEXT1G,learning,1030.0,1,1
2,NOEXT1G,learning,1035.0,2,0
2,NOEXT1G,learning,1040.0,1,0
2,NOEXT1G,learning,1050.0,2,1
2,NOEXT1G,learning,1055.0,1,2
2,NOEXT1G,learning,1065.0,2,2
2,NOEXT1G,learning,1070.0,1,0
2,NOEXT1G,learning,1075.0,1,1
2,NOEXT1G,learning,1095.0,1,0
2,NOEXT1G,learning,1100.0,1,1
2,NOEXT1G,learning,1105.0,1,0
2,NOEXT1G,learning,1115.0,1,0
2,NOEXT1G,learning,1120.0,1,2
2,NOEXT1G,learning,1130.0,1,1
2,NOEXT1G,learning,1140.0,1,0
2,NOEXT1G,renewal,0.0,0,5
2,NOEXT1G,renewal,10.0,0,4
2,NOEXT1G,renewal,15.0,0,5
2,NOEXT1G,renewal,20.0,0,1
2,NOEXT1G,renewal,25.0,0,1
2,NOEXT1G,renewal,30.0,0,1
2,NOEXT1G,renewal,35.0,0,6
2,NOEXT1G,renewal,65.0,0,2
2,NOEXT1G,renewal,80.0,0,3
2,NOEXT1G,renewal,85.0,0,4
2,NOEXT1G,renewal,95.0,0,4
2,NOEXT1G,renewal,100.0,0,1
2,NOEXT1G,renewal,105.0,0,6
2,NOEXT1G,renewal,110.0,0,3
2,NOEXT1G,renewal,115.0,0,5
2,NOEXT1G,renewal,120.0,0,1
2,NOEXT1G,renewal,135.0,0,1
2,NOEXT1G,renewal,150.0,0,4
2,NOEXT1G,renewal,155.0,0,2
2,NOEXT1G,renewal,255.0,0,1
2,NOEXT1G,retrieval,10.0,0,4
2,NOEXT1G,retrieval,110.0,0,1
2,NOEXT1R,LTM1,385.0,1,0
2,NOEXT1R,LTM1,390.0,2,0
2,NOEXT1R,LTM1,395.0,1,0
2,NOEXT1R,LTM1,400.0,2,0
2,NOEXT1R,LTM1,405.0,1,0
2,NOEXT1R,LTM1,410.0,1,0
2,NOEXT1R,LTM1,415.0,1,0
2,NOEXT1R,LTM1,430.0,1,0
2,NOEXT1R,LTM1,440.0,1,0
2,NOEXT1R,LTM2,0.0,0,1
2,NOEXT1R,LTM2,5.0,0,2
2,NOEXT1R,LTM2,10.0,0,2
2,NOEXT1R,LTM2,15.0,0,1
2,NOEXT1R,LTM2,20.0,0,1
2,NOEXT1R,LTM2,45.0,0,2
2,NOEXT1R,LTM2,50.0,0,1
2,NOEXT1R,LTM2,55.0,0,2
2,NOEXT1R,LTM2,65.0,0,1
2,NOEXT1R,LTM2,70.0,0,1
2,NOEXT1R,LTM2,80.0,0,1
2,NOEXT1R,LTM2,85.0,0,2
2,NOEXT1R,LTM2,95.0,0,1
2,NOEXT1R,LTM2,135.0,0,1
2,NOEXT1R,LTM2,380.0,1,1
2,NOEXT1R,LTM2,385.0,4,3
2,NOEXT1R,LTM2,390.0,3,0
2,NOEXT1R,LTM2,395.0,1,0
2,NOEXT1R,LTM2,400.0,1,0
2,NOEXT1R,LTM2,420.0,2,0
2,NOEXT1R,LTM2,510.0,0,1
2,NOEXT1R,LTM2,565.0,2,0
2,NOEXT1R,LTM2,570.0,4,1
2,NOEXT1R,LTM2,580.0,2,0
2,NOEXT1R,LTM2,585.0,2,0
2,NOEXT1R,LTM2,695.0,0,2
2,NOEXT1R,LTM2,720.0,0,1
2,NOEXT1R,LTM2,890.0,0,1
2,NOEXT1R,extinction1,25.0,0,1
2,NOEXT1R,extinction1,160.0,0,1
2,NOEXT1R,extinction1,310.0,0,2
2,NOEXT1R,extinction3,5.0,0,3
2,NOEXT1R,extinction3,10.0,0,1
2,NOEXT1R,extinction3,15.0,0,1
2,NOEXT1R,extinction3,20.0,0,5
2,NOEXT1R,extinction3,35.0,0,2
2,NOEXT1R,extinction3,40.0,0,4
2,NOEXT1R,extinction3,45.0,0,1
2,NOEXT1R,extinction3,60.0,0,1
2,NOEXT1R,extinction3,80.0,0,1
2,NOEXT1R,extinction3,100.0,0,2
2,NOEXT1R,extinction3,105.0,0,1
2,NOEXT1R,extinction3,195.0,0,1
2,NOEXT1R,extinction3,200.0,0,1
2,NOEXT1R,extinction3,255.0,0,1
2,NOEXT1R,extinction3,650.0,0,1
2,NOEXT1R,extinction3,925.0,0,6
2,NOEXT1R,extinction3,1600.0,0,1
2,NOEXT1R,extinction3,1635.0,0,2
2,NOEXT1R,extinction3,1640.0,0,4
2,NOEXT1R,extinction3,1645.0,0,2
2,NOEXT1R,extinction3,1670.0,0,1
