study,subject_id,session_name,time_bin_start_s,usv22_call_count_5s,usv50_call_count_5s
1a,XIN1R,learning,630.0,0,2
1a,XIN1R,retest_cue,10.0,0,2
1a,XIN1R,retest_cue,25.0,0,2
1a,XIN1R,retest_cue,30.0,0,1
1a,XIN1R,retest_cue,45.0,0,1
1a,XIN1R,retest_cue,50.0,0,1
1a,XIN1R,retest_cue,60.0,0,1
1a,XIN1R,retest_cue,65.0,0,1
1a,XIN1R,retest_cue,70.0,0,1
1a,XIN1R,retest_cue,75.0,0,1
1a,XIN1R,retest_cue,80.0,0,3
1a,XIN1R,retest_cue,85.0,0,2
1a,XIN1R,retest_cue,90.0,0,2
1a,XIN1R,retest_cue,95.0,0,1
1a,XIN1R,retest_cue,105.0,0,1
1a,XIN1R,retest_cue,110.0,0,2
1a,XIN1R,retest_cue,115.0,0,2
1a,XIN1R,retest_cue,120.0,0,1
1a,XIN1R,retest_cue,125.0,0,2
1a,XIN1R,retest_cue,205.0,2,0
1a,XIN1R,retest_cue,210.0,2,0
1a,XIN1R,retest_cue,215.0,1,0
1a,XIN1R,retest_cue,220.0,2,0
1a,XIN1R,retest_cue,225.0,2,0
1a,XIN1R,retest_cue,230.0,3,0
1a,XIN1R,retest_cue,235.0,3,0
1a,XIN1R,retest_cue,240.0,4,0
1a,XIN1R,retest_cue,245.0,4,0
1a,XIN1R,retest_cue,250.0,1,0
1a,XIN1R,retest_cue,255.0,1,0
1a,XIN1R,retest_cue,260.0,1,0
1a,XIN1R,retest_cue,265.0,3,0
1a,XIN1R,retest_cue,270.0,1,0
1a,XIN1R,retest_cue,290.0,1,0
1a,XIN1R,retest_cue,295.0,3,0
1a,XIN1R,retest_cue,300.0,2,0
1a,XIN1R,retest_cue,305.0,1,0
1a,XIN1R,retest_cue,315.0,1,0
1a,XIN1R,retest_cue,320.0,3,0
1a,XIN1R,retest_cue,325.0,1,0
1a,XIN1R,retest_cue,330.0,2,0
1a,XIN1R,retest_cue,335.0,1,0
1a,XIN1R,retest_cue,340.0,1,0
1a,XIN1R,retest_cue,355.0,1,0
1a,XIN1R,retest_cue,360.0,1,0
1a,XIN1R,retest_cue,375.0,1,0
1a,XIN1R,retest_cue,380.0,4,0
1a,XIN1R,retest_cue,395.0,1,0
1a,XIN1R,retest_cue,400.0,2,0
1a,XIN1R,retest_cue,425.0,1,0
1a,XIN1R,retest_cue,435.0,2,0
1a,XIN1R,retest_cue,440.0,2,0
1a,XIN1R,retest_cue,445.0,2,0
1a,XIN1R,retest_cue,450.0,1,0
1a,XIN1R,retest_cue,455.0,2,0
1a,XIN1R,retest_cue,460.0,2,0
1a,XIN1R,retest_cue,465.0,1,0
1a,XIN1R,retest_cue,480.0,1,0
1a,XIN1R,retest_cue,485.0,2,0
1a,XIN1R,retest_cue,520.0,0,1
1a,XIN2B,contextual_test,0.0,0,4
1a,XIN2B,contextual_test,5.0,0,5
1a,XIN2B,contextual_test,10.0,0,4
1a,XIN2B,contextual_test,15.0,0,2
1a,XIN2B,contextual_test,20.0,0,1
1a,XIN2B,contextual_test,25.0,0,3
1a,XIN2B,contextual_test,30.0,0,3
1a,XIN2B,contextual_test,35.0,0,1
1a,XIN2B,contextual_test,40.0,0,2
1a,XIN2B,contextual_test,45.0,0,5
1a,XIN2B,contextual_test,50.0,0,3
1a,XIN2B,contextual_test,55.0,0,2
1a,XIN2B,contextual_test,60.0,0,6
1a,XIN2B,contextual_test,65.0,0,4
1a,XIN2B,contextual_test,70.0,0,3
1a,XIN2B,contextual_test,75.0,0,3
1a,XIN2B,contextual_test,80.0,0,2
1a,XIN2B,contextual_test,85.0,0,2
1a,XIN2B,contextual_test,95.0,0,2
1a,XIN2B,contextual_test,100.0,0,6
1a,XIN2B,contextual_test,105.0,0,2
1a,XIN2B,contextual_test,110.0,0,1
1a,XIN2B,contextual_test,115.0,0,2
1a,XIN2B,contextual_test,120.0,0,2
1a,XIN2B,contextual_test,130.0,0,2
1a,XIN2B,contextual_test,135.0,0,5
1a,XIN2B,contextual_test,140.0,0,6
1a,XIN2B,contextual_test,145.0,0,2
1a,XIN2B,contextual_test,150.0,0,1
1a,XIN2B,contextual_test,155.0,0,1
1a,XIN2B,contextual_test,165.0,0,3
1a,XIN2B,contextual_test,170.0,0,6
1a,XIN2B,contextual_test,175.0,0,3
1a,XIN2B,contextual_test,180.0,0,2
1a,XIN2B,cue_test,20.0,0,1
1a,XIN2B,cue_test,50.0,0,6
1a,XIN2B,cue_test,75.0,0,2
1a,XIN2B,cue_test,95.0,0,2
1a,XIN2B,cue_test,165.0,0,3
1a,XIN2B,cue_test,230.0,0,1
1a,XIN2B,generalization_5k,0.0,0,7
1a,XIN2B,generalization_5k,5.0,0,3
1a,XIN2B,generalization_5k,10.0,0,2
1a,XIN2B,generalization_5k,15.0,0,8
1a,XIN2B,generalization_5k,20.0,0,4
1a,XIN2B,generalization_5k,25.0,0,1
1a,XIN2B,generalization_5k,30.0,0,6
1a,XIN2B,generalization_5k,35.0,0,5
1a,XIN2B,generalization_5k,40.0,0,1
1a,XIN2B,generalization_5k,45.0,0,5
1a,XIN2B,generalization_5k,50.0,0,6
1a,XIN2B,generalization_5k,55.0,0,4
1a,XIN2B,generalization_5k,60.0,0,2
1a,XIN2B,generalization_5k,65.0,0,2
1a,XIN2B,generalization_5k,70.0,0,1
1a,XIN2B,generalization_5k,75.0,0,5
1a,XIN2B,generalization_5k,80.0,0,7
1a,XIN2B,generalization_5k,85.0,0,4
1a,XIN2B,generalization_5k,90.0,0,5
1a,XIN2B,generalization_5k,95.0,0,4
1a,XIN2B,generalization_5k,100.0,0,2
1a,XIN2B,generalization_5k,105.0,0,1
1a,XIN2B,generalization_5k,110.0,0,1
1a,XIN2B,generalization_5k,115.0,0,2
1a,XIN2B,generalization_5k,120.0,0,3
1a,XIN2B,generalization_5k,125.0,0,1
1a,XIN2B,generalization_5k,130.0,0,1
1a,XIN2B,generalization_5k,135.0,0,1
1a,XIN2B,generalization_5k,140.0,0,2
1a,XIN2B,generalization_5k,145.0,0,2
1a,XIN2B,generalization_5k,155.0,0,3
1a,XIN2B,generalization_5k,170.0,0,1
1a,XIN2B,generalization_5k,180.0,0,2
1a,XIN2B,generalization_5k,215.0,0,1
1a,XIN2B,generalization_5k,220.0,0,4
1a,XIN2B,generalization_5k,225.0,0,3
1a,XIN2B,generalization_5k,235.0,0,4
1a,XIN2B,generalization_5k,260.0,0,1
1a,XIN2B,generalization_5k,265.0,0,3
1a,XIN2B,generalization_5k,270.0,0,1
1a,XIN2B,generalization_5k,275.0,0,5
1a,XIN2B,generalization_5k,285.0,0,2
1a,XIN2B,generalization_5k,290.0,0,1
1a,XIN2B,generalization_5k,300.0,0,2
1a,XIN2B,generalization_5k,305.0,0,1
1a,XIN2B,generalization_5k,310.0,0,1
1a,XIN2B,generalization_5k,320.0,0,3
1a,XIN2B,generalization_5k,325.0,0,1
1a,XIN2B,generalization_5k,330.0,0,3
1a,XIN2B,generalization_5k,335.0,0,2
1a,XIN2B,generalization_5k,340.0,0,1
1a,XIN2B,generalization_5k,350.0,0,1
1a,XIN2B,generalization_5k,385.0,0,1
1a,XIN2B,generalization_5k,390.0,0,2
1a,XIN2B,generalization_5k,405.0,0,2
1a,XIN2B,generalization_5k,415.0,0,1
1a,XIN2B,generalization_5k,430.0,0,1
1a,XIN2B,generalization_5k,435.0,0,3
1a,XIN2B,generalization_5k,445.0,0,2
1a,XIN2B,generalization_5k,455.0,0,1
1a,XIN2B,generalization_5k,460.0,0,2
1a,XIN2B,generalization_5k,465.0,0,1
1a,XIN2B,generalization_5k,470.0,0,6
1a,XIN2B,generalization_5k,475.0,0,1
1a,XIN2B,generalization_5k,480.0,0,1
1a,XIN2B,generalization_5k,490.0,0,1
1a,XIN2B,generalization_5k,495.0,0,1
1a,XIN2B,generalization_5k,500.0,0,4
1a,XIN2B,generalization_5k,505.0,0,3
1a,XIN2B,generalization_5k,510.0,0,5
1a,XIN2B,generalization_5k,515.0,0,7
1a,XIN2B,generalization_5k,520.0,0,4
1a,XIN2B,generalization_5k,525.0,0,3
1a,XIN2B,generalization_5k,535.0,0,5
1a,XIN2B,generalization_5k,540.0,0,2
1a,XIN2B,generalization_5k,545.0,0,2
1a,XIN2B,generalization_7k,30.0,0,2
1a,XIN2B,generalization_7k,60.0,0,1
1a,XIN2B,generalization_7k,150.0,0,1
1a,XIN2B,generalization_7k,225.0,0,1
1a,XIN2B,generalization_7k,265.0,0,2
1a,XIN2B,generalization_7k,470.0,0,1
1a,XIN2B,generalization_7k,495.0,0,1
1a,XIN2B,generalization_7k,500.0,0,2
1a,XIN2B,generalization_7k,515.0,0,1
1a,XIN2B,learning,15.0,0,1
1a,XIN2B,learning,35.0,0,1
1a,XIN2B,learning,40.0,0,1
1a,XIN2B,learning,45.0,0,5
1a,XIN2B,learning,50.0,0,1
1a,XIN2B,learning,105.0,0,2
1a,XIN2B,learning,250.0,0,1
1a,XIN2B,learning,365.0,0,1
1a,XIN2B,learning,415.0,0,1
1a,XIN2B,learning,520.0,0,1
1a,XIN2B,learning,525.0,0,5
1a,XIN2B,learning,550.0,0,1
1a,XIN2B,learning,555.0,0,2
1a,XIN2B,learning,560.0,0,2
1a,XIN2B,learning,565.0,0,1
1a,XIN2B,retest_cue,0.0,0,7
1a,XIN2B,retest_cue,5.0,0,3
1a,XIN2B,retest_cue,10.0,0,4
1a,XIN2B,retest_cue,15.0,0,1
1a,XIN2B,retest_cue,20.0,0,2
1a,XIN2B,retest_cue,25.0,0,3
1a,XIN2B,retest_cue,30.0,0,4
1a,XIN2B,retest_cue,35.0,0,5
1a,XIN2B,retest_cue,40.0,0,2
1a,XIN2B,retest_cue,45.0,0,7
1a,XIN2B,retest_cue,50.0,0,6
1a,XIN2B,retest_cue,55.0,0,5
1a,XIN2B,retest_cue,60.0,0,3
1a,XIN2B,retest_cue,65.0,0,6
1a,XIN2B,retest_cue,70.0,0,6
1a,XIN2B,retest_cue,75.0,0,9
1a,XIN2B,retest_cue,80.0,0,7
1a,XIN2B,retest_cue,85.0,0,5
1a,XIN2B,retest_cue,90.0,0,3
1a,XIN2B,retest_cue,95.0,0,4
1a,XIN2B,retest_cue,105.0,0,4
1a,XIN2B,retest_cue,110.0,0,4
1a,XIN2B,retest_cue,115.0,0,2
1a,XIN2B,retest_cue,120.0,0,5
1a,XIN2B,retest_cue,125.0,0,2
1a,XIN2B,retest_cue,130.0,0,1
1a,XIN2B,retest_cue,135.0,0,3
1a,XIN2B,retest_cue,140.0,0,4
1a,XIN2B,retest_cue,145.0,0,1
1a,XIN2B,retest_cue,160.0,0,1
1a,XIN2B,retest_cue,170.0,0,3
1a,XIN2B,retest_cue,175.0,0,2
1a,XIN2B,retest_cue,180.0,0,1
1a,XIN2B,retest_cue,220.0,0,1
1a,XIN2B,retest_cue,225.0,0,2
1a,XIN2B,retest_cue,230.0,0,1
1a,XIN2B,retest_cue,235.0,0,2
1a,XIN2B,retest_cue,240.0,0,1
1a,XIN2B,retest_cue,245.0,0,4
1a,XIN2B,retest_cue,250.0,0,4
1a,XIN2B,retest_cue,265.0,0,3
1a,XIN2B,retest_cue,270.0,0,1
1a,XIN2B,retest_cue,275.0,0,1
1a,XIN2B,retest_cue,280.0,0,1
1a,XIN2B,retest_cue,285.0,0,3
1a,XIN2B,retest_cue,290.0,0,1
1a,XIN2B,retest_cue,295.0,0,2
1a,XIN2B,retest_cue,310.0,0,2
1a,XIN2B,retest_cue,330.0,0,2
1a,XIN2B,retest_cue,335.0,0,2
1a,XIN2B,retest_cue,340.0,0,1
1a,XIN2B,retest_cue,345.0,0,2
1a,XIN2B,retest_cue,355.0,0,1
1a,XIN2B,retest_cue,435.0,0,1
1a,XIN2B,retest_cue,480.0,0,2
1a,XIN2G,contextual_test,180.0,0,1
1a,XIN2G,generalization_7k,250.0,0,2
1a,XIN2G,generalization_7k,270.0,0,2
1a,XIN2G,generalization_7k,440.0,0,3
1a,XIN2G,learning,270.0,0,1
1a,XIN2G,learning,430.0,0,2
1a,XIN2G,learning,470.0,0,2
1a,XIN2R,contextual_test,0.0,0,7
1a,XIN2R,contextual_test,5.0,0,1
1a,XIN2R,contextual_test,10.0,0,6
1a,XIN2R,contextual_test,15.0,0,3
1a,XIN2R,contextual_test,20.0,0,5
1a,XIN2R,contextual_test,25.0,0,3
1a,XIN2R,contextual_test,30.0,0,2
1a,XIN2R,contextual_test,35.0,0,3
1a,XIN2R,contextual_test,40.0,0,8
1a,XIN2R,contextual_test,45.0,0,4
1a,XIN2R,contextual_test,50.0,0,8
1a,XIN2R,contextual_test,60.0,0,9
1a,XIN2R,contextual_test,65.0,0,2
1a,XIN2R,contextual_test,70.0,0,5
1a,XIN2R,contextual_test,75.0,0,1
1a,XIN2R,contextual_test,80.0,0,7
1a,XIN2R,contextual_test,85.0,0,4
1a,XIN2R,contextual_test,90.0,0,3
1a,XIN2R,contextual_test,95.0,0,4
1a,XIN2R,contextual_test,100.0,0,3
1a,XIN2R,contextual_test,105.0,0,3
1a,XIN2R,contextual_test,110.0,0,5
1a,XIN2R,contextual_test,115.0,0,4
1a,XIN2R,contextual_test,120.0,0,2
1a,XIN2R,contextual_test,125.0,0,1
1a,XIN2R,contextual_test,130.0,0,2
1a,XIN2R,contextual_test,145.0,0,2
1a,XIN2R,contextual_test,150.0,0,2
1a,XIN2R,contextual_test,155.0,0,7
1a,XIN2R,contextual_test,160.0,0,2
1a,XIN2R,contextual_test,165.0,0,6
1a,XIN2R,contextual_test,170.0,0,3
1a,XIN2R,contextual_test,175.0,0,2
1a,XIN2R,contextual_test,180.0,0,3
1a,XIN2R,cue_test,0.0,0,5
1a,XIN2R,cue_test,5.0,0,5
1a,XIN2R,cue_test,10.0,0,3
1a,XIN2R,cue_test,15.0,0,2
1a,XIN2R,cue_test,20.0,0,6
1a,XIN2R,cue_test,25.0,0,6
1a,XIN2R,cue_test,30.0,0,3
1a,XIN2R,cue_test,35.0,0,1
1a,XIN2R,cue_test,40.0,0,2
1a,XIN2R,cue_test,45.0,0,5
1a,XIN2R,cue_test,50.0,0,3
1a,XIN2R,cue_test,55.0,0,3
1a,XIN2R,cue_test,60.0,0,6
1a,XIN2R,cue_test,65.0,0,3
1a,XIN2R,cue_test,70.0,0,4
1a,XIN2R,cue_test,75.0,0,2
1a,XIN2R,cue_test,80.0,0,3
1a,XIN2R,cue_test,85.0,0,5
1a,XIN2R,cue_test,90.0,0,1
1a,XIN2R,cue_test,95.0,0,4
1a,XIN2R,cue_test,100.0,0,3
1a,XIN2R,cue_test,105.0,0,3
1a,XIN2R,cue_test,110.0,0,2
1a,XIN2R,cue_test,115.0,0,1
1a,XIN2R,cue_test,120.0,0,4
1a,XIN2R,cue_test,125.0,0,6
1a,XIN2R,cue_test,130.0,0,2
1a,XIN2R,cue_test,135.0,0,1
1a,XIN2R,cue_test,155.0,0,1
1a,XIN2R,cue_test,170.0,0,2
1a,XIN2R,cue_test,205.0,0,1
1a,XIN2R,cue_test,515.0,0,1
1a,XIN2R,generalization_5k,0.0,0,4
1a,XIN2R,generalization_5k,5.0,0,8
1a,XIN2R,generalization_5k,10.0,0,8
1a,XIN2R,generalization_5k,15.0,0,5
1a,XIN2R,generalization_5k,20.0,0,7
1a,XIN2R,generalization_5k,25.0,0,5
1a,XIN2R,generalization_5k,30.0,0,3
1a,XIN2R,generalization_5k,35.0,0,6
1a,XIN2R,generalization_5k,40.0,0,3
1a,XIN2R,generalization_5k,45.0,0,9
1a,XIN2R,generalization_5k,50.0,0,11
1a,XIN2R,generalization_5k,55.0,0,5
1a,XIN2R,generalization_5k,60.0,0,6
1a,XIN2R,generalization_5k,70.0,0,3
1a,XIN2R,generalization_5k,75.0,0,2
1a,XIN2R,generalization_5k,80.0,0,2
1a,XIN2R,generalization_5k,85.0,0,4
1a,XIN2R,generalization_5k,90.0,0,1
1a,XIN2R,generalization_5k,95.0,0,2
1a,XIN2R,generalization_5k,100.0,0,2
1a,XIN2R,generalization_5k,105.0,0,4
1a,XIN2R,generalization_5k,115.0,0,2
1a,XIN2R,generalization_5k,155.0,0,3
1a,XIN2R,generalization_5k,165.0,0,3
1a,XIN2R,generalization_5k,170.0,0,7
1a,XIN2R,generalization_5k,215.0,0,1
1a,XIN2R,generalization_5k,220.0,0,1
1a,XIN2R,generalization_5k,225.0,0,1
1a,XIN2R,generalization_5k,265.0,0,3
1a,XIN2R,generalization_5k,270.0,0,1
1a,XIN2R,generalization_5k,350.0,0,1
1a,XIN2R,generalization_5k,480.0,0,2
1a,XIN2R,generalization_5k,490.0,0,1
1a,XIN2R,generalization_5k,495.0,0,2
1a,XIN2R,generalization_7k,0.0,0,5
1a,XIN2R,generalization_7k,5.0,0,5
1a,XIN2R,generalization_7k,10.0,0,7
1a,XIN2R,generalization_7k,20.0,0,5
1a,XIN2R,generalization_7k,25.0,0,3
1a,XIN2R,generalization_7k,30.0,0,4
1a,XIN2R,generalization_7k,35.0,0,6
1a,XIN2R,generalization_7k,40.0,0,1
1a,XIN2R,generalization_7k,45.0,0,2
1a,XIN2R,generalization_7k,50.0,0,2
1a,XIN2R,generalization_7k,55.0,0,1
1a,XIN2R,generalization_7k,60.0,0,2
1a,XIN2R,generalization_7k,65.0,0,2
1a,XIN2R,generalization_7k,70.0,0,1
1a,XIN2R,generalization_7k,75.0,0,4
1a,XIN2R,generalization_7k,85.0,0,1
1a,XIN2R,generalization_7k,90.0,0,2
1a,XIN2R,generalization_7k,95.0,0,2
1a,XIN2R,generalization_7k,130.0,0,1
1a,XIN2R,generalization_7k,135.0,0,3
1a,XIN2R,generalization_7k,170.0,0,1
1a,XIN2R,generalization_7k,175.0,0,2
1a,XIN2R,generalization_7k,210.0,0,1
1a,XIN2R,generalization_7k,240.0,0,5
1a,XIN2R,generalization_7k,285.0,0,1
1a,XIN2R,generalization_7k,295.0,0,1
1a,XIN2R,generalization_7k,305.0,0,2
1a,XIN2R,generalization_7k,310.0,0,2
1a,XIN2R,generalization_7k,340.0,0,2
1a,XIN2R,generalization_7k,345.0,0,3
1a,XIN2R,generalization_7k,430.0,0,1
1a,XIN2R,generalization_7k,435.0,0,1
1a,XIN2R,generalization_7k,445.0,0,2
1a,XIN2R,generalization_7k,450.0,0,1
1a,XIN2R,generalization_7k,475.0,0,1
1a,XIN2R,generalization_7k,495.0,0,2
1a,XIN2R,generalization_7k,500.0,0,1
1a,XIN2R,generalization_7k,540.0,0,2
1a,XIN2R,learning,0.0,0,2
1a,XIN2R,learning,5.0,0,1
1a,XIN2R,learning,10.0,0,3
1a,XIN2R,learning,15.0,0,4
1a,XIN2R,learning,20.0,0,5
1a,XIN2R,learning,25.0,0,3
1a,XIN2R,learning,30.0,0,6
1a,XIN2R,learning,35.0,0,6
1a,XIN2R,learning,40.0,0,2
1a,XIN2R,learning,45.0,0,3
1a,XIN2R,learning,50.0,0,1
1a,XIN2R,learning,55.0,0,2
1a,XIN2R,learning,60.0,0,1
1a,XIN2R,learning,65.0,0,1
1a,XIN2R,learning,70.0,0,1
1a,XIN2R,learning,75.0,0,2
1a,XIN2R,learning,80.0,0,4
1a,XIN2R,learning,85.0,0,8
1a,XIN2R,learning,90.0,0,8
1a,XIN2R,learning,95.0,0,3
1a,XIN2R,learning,100.0,0,5
1a,XIN2R,learning,105.0,0,2
1a,XIN2R,learning,110.0,0,1
1a,XIN2R,learning,120.0,0,1
1a,XIN2R,learning,130.0,0,1
1a,XIN2R,learning,135.0,0,1
1a,XIN2R,learning,145.0,0,3
1a,XIN2R,learning,150.0,0,2
1a,XIN2R,learning,155.0,0,2
1a,XIN2R,learning,160.0,0,3
1a,XIN2R,learning,165.0,0,5
1a,XIN2R,learning,170.0,0,2
1a,XIN2R,learning,175.0,0,2
1a,XIN2R,learning,180.0,0,3
1a,XIN2R,learning,185.0,0,3
1a,XIN2R,learning,190.0,0,6
1a,XIN2R,learning,195.0,0,6
1a,XIN2R,learning,200.0,0,1
1a,XIN2R,learning,240.0,0,3
1a,XIN2R,learning,245.0,0,2
1a,XIN2R,learning,265.0,0,1
1a,XIN2R,learning,270.0,0,1
1a,XIN2R,learning,275.0,0,1
1a,XIN2R,learning,280.0,0,1
1a,XIN2R,learning,285.0,0,1
1a,XIN2R,learning,295.0,0,1
1a,XIN2R,learning,305.0,0,1
1a,XIN2R,learning,345.0,0,2
1a,XIN2R,learning,350.0,0,1
1a,XIN2R,learning,360.0,0,1
1a,XIN2R,learning,405.0,0,2
1a,XIN2R,learning,420.0,0,1
1a,XIN2R,learning,435.0,0,1
1a,XIN2R,learning,440.0,0,1
1a,XIN2R,learning,520.0,0,3
1a,XIN2R,learning,525.0,0,3
1a,XIN2R,learning,540.0,0,1
1a,XIN2R,learning,545.0,0,2
1a,XIN2R,learning,590.0,0,3
1a,XIN2R,learning,630.0,0,2
1a,XIN2R,learning,635.0,0,3
1a,XIN2R,learning,675.0,0,2
1a,XIN2R,learning,685.0,0,2
1a,XIN2R,learning,695.0,0,1
1a,XIN2R,learning,700.0,0,3
1a,XIN2R,learning,745.0,0,1
1a,XIN2R,learning,750.0,0,1
1a,XIN2R,learning,775.0,0,1
1a,XIN2R,learning,825.0,0,2
1a,XIN2R,learning,830.0,0,1
1a,XIN2R,learning,855.0,0,1
1a,XIN2R,learning,860.0,0,1
1a,XIN2R,learning,875.0,0,1
1a,XIN2R,learning,880.0,0,1
1a,XIN2R,learning,885.0,0,3
1a,XIN2R,learning,890.0,0,3
1a,XIN2R,learning,905.0,0,2
1a,XIN2R,learning,910.0,0,1
1a,XIN2R,learning,950.0,0,1
1a,XIN2R,learning,1070.0,0,2
1a,XIN2R,learning,1105.0,0,4
1a,XIN2R,learning,1110.0,0,3
1a,XIN2R,learning,1115.0,0,1
1a,XIN2R,learning,1120.0,0,1
1a,XIN2R,retest_cue,0.0,0,1
1a,XIN2R,retest_cue,5.0,0,9
1a,XIN2R,retest_cue,10.0,0,10
1a,XIN2R,retest_cue,15.0,0,3
1a,XIN2R,retest_cue,20.0,0,4
1a,XIN2R,retest_cue,25.0,0,5
1a,XIN2R,retest_cue,30.0,0,6
1a,XIN2R,retest_cue,35.0,0,6
1a,XIN2R,retest_cue,40.0,0,9
1a,XIN2R,retest_cue,50.0,0,1
1a,XIN2R,retest_cue,60.0,0,1
1a,XIN2R,retest_cue,70.0,0,1
1a,XIN2R,retest_cue,75.0,0,4
1a,XIN2R,retest_cue,80.0,0,4
1a,XIN2R,retest_cue,90.0,0,1
1a,XIN2R,retest_cue,120.0,0,1
1a,XIN2R,retest_cue,130.0,0,1
1a,XIN2R,retest_cue,145.0,0,2
1a,XIN2R,retest_cue,205.0,0,1
1a,XIN2R,retest_cue,220.0,0,1
1a,XIN2R,retest_cue,230.0,0,2
1a,XIN2R,retest_cue,265.0,0,1
1a,XIN2R,retest_cue,275.0,0,2
1a,XIN2R,retest_cue,280.0,0,4
1a,XIN2R,retest_cue,320.0,0,1
1a,XIN2R,retest_cue,330.0,0,2
1a,XIN2R,retest_cue,350.0,0,2
1a,XIN2R,retest_cue,390.0,0,5
1a,XIN2R,retest_cue,395.0,0,2
1a,XIN2R,retest_cue,400.0,0,3
1a,XIN2R,retest_cue,410.0,0,1
1a,XIN2R,retest_cue,425.0,0,1
1a,XIN2R,retest_cue,430.0,0,1
1a,XIN2R,retest_cue,435.0,0,4
1a,XIN2R,retest_cue,460.0,0,2
1a,XIN2R,retest_cue,465.0,0,1
1a,XIN2R,retest_cue,470.0,0,1
1a,XIN2R,retest_cue,475.0,0,1
1a,XIN2R,retest_cue,480.0,0,1
1a,XIN2R,retest_cue,485.0,0,1
1a,XIN2R,retest_cue,490.0,0,2
1a,XIN2R,retest_cue,510.0,0,1
1a,XIN3B,contextual_test,20.0,0,1
1a,XIN3B,contextual_test,25.0,0,2
1a,XIN3B,contextual_test,45.0,0,1
1a,XIN3B,contextual_test,50.0,0,2
1a,XIN3B,contextual_test,55.0,0,1
1a,XIN3B,contextual_test,60.0,0,2
1a,XIN3B,contextual_test,65.0,0,1
1a,XIN3B,contextual_test,95.0,0,2
1a,XIN3B,contextual_test,100.0,0,1
1a,XIN3B,cue_test,40.0,0,1
1a,XIN3B,cue_test,115.0,0,7
1a,XIN3B,generalization_5k,50.0,0,1
1a,XIN3B,generalization_7k,15.0,0,4
1a,XIN3B,learning,0.0,0,6
1a,XIN3B,learning,5.0,0,1
1a,XIN3B,learning,10.0,0,1
1a,XIN3B,learning,15.0,0,3
1a,XIN3B,learning,30.0,0,2
1a,XIN3B,learning,35.0,0,1
1a,XIN3B,learning,40.0,0,1
1a,XIN3B,learning,55.0,0,3
1a,XIN3B,learning,70.0,0,1
1a,XIN3B,learning,80.0,0,1
1a,XIN3B,learning,90.0,0,1
1a,XIN3B,learning,100.0,0,1
1a,XIN3B,learning,110.0,0,3
1a,XIN3B,learning,120.0,0,1
1a,XIN3B,learning,750.0,0,2
1a,XIN3B,retest_cue,0.0,0,3
1a,XIN3B,retest_cue,5.0,0,1
1a,XIN3B,retest_cue,10.0,0,2
1a,XIN3B,retest_cue,15.0,0,1
1a,XIN3B,retest_cue,25.0,0,2
1a,XIN3B,retest_cue,80.0,0,1
1a,XIN3B,retest_cue,105.0,0,1
1a,XIN3B,retest_cue,145.0,0,1
1a,XIN3B,retest_cue,155.0,0,2
1a,XIN3G,contextual_test,10.0,0,2
1a,XIN3G,contextual_test,15.0,0,4
1a,XIN3G,contextual_test,20.0,0,2
1a,XIN3G,contextual_test,25.0,0,3
1a,XIN3G,contextual_test,30.0,0,1
1a,XIN3G,contextual_test,35.0,0,1
1a,XIN3G,contextual_test,40.0,0,2
1a,XIN3G,contextual_test,45.0,0,1
1a,XIN3G,contextual_test,50.0,0,1
1a,XIN3G,contextual_test,55.0,0,2
1a,XIN3G,contextual_test,60.0,0,1
1a,XIN3G,contextual_test,65.0,0,5
1a,XIN3G,contextual_test,70.0,0,6
1a,XIN3G,contextual_test,75.0,0,1
1a,XIN3G,contextual_test,80.0,0,1
1a,XIN3G,contextual_test,85.0,0,1
1a,XIN3G,contextual_test,90.0,0,2
1a,XIN3G,contextual_test,100.0,0,3
1a,XIN3G,contextual_test,105.0,0,4
1a,XIN3G,contextual_test,110.0,0,3
1a,XIN3G,contextual_test,115.0,0,1
1a,XIN3G,contextual_test,120.0,0,1
1a,XIN3G,contextual_test,125.0,0,1
1a,XIN3G,contextual_test,135.0,0,1
1a,XIN3G,contextual_test,160.0,0,1
1a,XIN3G,contextual_test,170.0,0,1
1a,XIN3G,contextual_test,180.0,0,1
1a,XIN3G,cue_test,5.0,0,2
1a,XIN3G,cue_test,10.0,0,1
1a,XIN3G,cue_test,15.0,0,1
1a,XIN3G,cue_test,20.0,0,2
1a,XIN3G,cue_test,25.0,0,1
1a,XIN3G,cue_test,30.0,0,3
1a,XIN3G,cue_test,35.0,0,2
1a,XIN3G,cue_test,40.0,0,2
1a,XIN3G,cue_test,65.0,0,1
1a,XIN3G,cue_test,85.0,0,1
1a,XIN3G,cue_test,90.0,0,2
1a,XIN3G,cue_test,130.0,0,3
1a,XIN3G,cue_test,135.0,0,2
1a,XIN3G,cue_test,140.0,0,2
1a,XIN3G,cue_test,210.0,0,1
1a,XIN3G,cue_test,215.0,0,1
1a,XIN3G,cue_test,230.0,0,1
1a,XIN3G,cue_test,235.0,0,1
1a,XIN3G,cue_test,250.0,0,2
1a,XIN3G,cue_test,255.0,0,1
1a,XIN3G,cue_test,260.0,0,1
1a,XIN3G,cue_test,280.0,0,2
1a,XIN3G,cue_test,300.0,0,1
1a,XIN3G,cue_test,305.0,0,3
1a,XIN3G,cue_test,310.0,0,1
1a,XIN3G,cue_test,350.0,0,3
1a,XIN3G,cue_test,485.0,0,2
